"id_arrendatario","segmento_volumen","segmento_precio","segmento_experiencia","segmento_calidad","segmento_compuesto","num_propiedades","precio_promedio","calificacion_media","es_superanfitrion","antiguedad_anos","tiempo_respuesta_hrs"
924,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,32970.75,3.6,FALSE,3.98357289527721,1
925,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,11286,1.4,TRUE,3.9315537303217,8
926,"Pequeño","Económico","Veterano","Muy bueno","Pequeño Económico Muy bueno",1,6668,4.3,FALSE,4.86516084873374,12
927,"Pequeño","Premium","Experimentado","Básico","Pequeño Premium Básico",1,22697,1.3,FALSE,2.217659137577,8
928,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",2,19854.5,4.7,FALSE,6.91033538672142,2
929,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,32742.5,4.1,FALSE,7.21697467488022,12
930,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,20961.6666666667,3.2,FALSE,1.68925393566051,2
931,"Mediano","Premium","Experimentado","Muy bueno","Mediano Premium Muy bueno",3,22423.3333333333,4.3,FALSE,2.09719370294319,2
932,"Muy grande","Premium","Novato","Bueno","Muy grande Premium Bueno",6,27187.8333333333,3.1,FALSE,0.906228610540726,12
933,"Pequeño","Económico","Novato","Básico","Pequeño Económico Básico",1,9504,2.9,TRUE,0.747433264887064,24
934,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,26593.25,4,FALSE,8.2299794661191,12
935,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",3,36031.6666666667,3.9,FALSE,5.97125256673511,24
936,"Grande","Lujo","Veterano","Excelente","Grande Lujo Excelente",4,35453.75,4.9,FALSE,5.41273100616016,24
937,"Pequeño","Estándar","Veterano","Bueno","Pequeño Estándar Bueno",1,16289,3.4,FALSE,7.46885694729637,2
938,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,24830,3.8,FALSE,3.69883641341547,4
939,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,2.9,TRUE,1.90280629705681,1
940,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,29145.5,4.1,TRUE,5.08966461327858,1
941,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,31717.3333333333,1.1,FALSE,1.68925393566051,8
942,"Mediano","Lujo","Experimentado","Muy bueno","Mediano Lujo Muy bueno",2,37309.5,4.3,FALSE,1.49760438056126,12
943,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",3,9078.33333333333,1.3,TRUE,4.77754962354552,4
944,"Grande","Lujo","Novato","Básico","Grande Lujo Básico",4,42711,2.8,FALSE,0.684462696783025,24
945,"Pequeño","Lujo","Novato","Básico","Pequeño Lujo Básico",1,54611,1.2,FALSE,0.741957563312799,4
946,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,25032.5,2.4,FALSE,3.93976728268309,2
947,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",5,17226.6,3,FALSE,6.92402464065708,12
948,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,28427.5,4,FALSE,5.68925393566051,1
949,"Pequeño","Lujo","Veterano","Muy bueno","Pequeño Lujo Muy bueno",1,39105,4.5,FALSE,4.89253935660506,4
950,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,25975.6,4.1,FALSE,4.23271731690623,24
951,"Pequeño","Económico","Experimentado","Bueno","Pequeño Económico Bueno",1,7053,3.6,TRUE,1.01300479123888,1
952,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,23142.1666666667,3.6,FALSE,4.67077344284736,4
953,"Muy grande","Lujo","Experimentado","Excelente","Muy grande Lujo Excelente",NA,NA,4.6,FALSE,2.76796714579055,2
954,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,1.3,TRUE,6.30800821355236,1
955,"Grande","Lujo","Veterano","Muy bueno","Grande Lujo Muy bueno",5,36416,4.4,FALSE,5.07323750855578,2
956,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,33272.6666666667,2.4,FALSE,2.47775496235455,2
957,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,30373.3333333333,4.6,TRUE,3.14305270362765,12
958,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,28156.3333333333,3.6,FALSE,4.84052019164956,24
959,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",3,17838,4.8,TRUE,5.8425735797399,8
960,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,28542.3333333333,4.7,TRUE,3.36208076659822,2
961,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,33414.4,1.7,FALSE,1.52498288843258,8
962,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,20906.5,3.1,FALSE,5.07871321013005,12
963,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,20081.5,4.3,FALSE,3.09103353867214,24
964,"Pequeño","Lujo","Veterano","Excelente","Pequeño Lujo Excelente",1,37664,4.8,FALSE,4.44079397672827,4
965,"Pequeño","Lujo","Experimentado","Básico","Pequeño Lujo Básico",1,40523,2.1,FALSE,2.16016427104723,1
966,"Pequeño","Premium","Experimentado","Bueno","Pequeño Premium Bueno",1,26509,3.3,FALSE,2.12183436002738,12
967,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,20707.3333333333,3.3,FALSE,7.38945927446954,8
968,"Grande","Lujo","Experimentado","Básico","Grande Lujo Básico",4,37480.75,2.6,FALSE,2.29979466119096,4
969,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,17464,1,FALSE,4.70362765229295,24
970,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,29689.3333333333,3.3,FALSE,2.9596167008898,24
971,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,20745.2,1.5,FALSE,7.63039014373717,12
972,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.5,FALSE,3.90965092402464,2
973,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.4,FALSE,3.9315537303217,24
974,"Mediano","Premium","Experimentado","Excelente","Mediano Premium Excelente",3,20905.3333333333,4.6,TRUE,2.84462696783025,12
975,"Pequeño","Económico","Experimentado","Básico","Pequeño Económico Básico",1,6621,1.1,TRUE,1.49760438056126,8
976,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",2,8495,2,FALSE,7.72895277207392,12
977,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,19046.5,3.9,FALSE,5.29500342231348,8
978,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,27576.4,1.1,FALSE,1.42642026009582,12
979,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,28420.25,1.8,FALSE,2.03969883641342,12
980,"Mediano","Estándar","Veterano","Muy bueno","Mediano Estándar Muy bueno",3,14372.6666666667,4.4,FALSE,4.81314168377823,4
981,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,32417.25,2.8,FALSE,7.42778918548939,4
982,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,25546.5,1.5,FALSE,3.50171115674196,1
983,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,21274,3.7,FALSE,5.87268993839836,12
984,"Pequeño","Económico","Veterano","Básico","Pequeño Económico Básico",1,6573,2.5,FALSE,3.01711156741958,8
985,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,28267,4,TRUE,3.01437371663244,12
986,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,24813.3333333333,3.3,TRUE,2.74058863791923,24
987,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.9,FALSE,6.5242984257358,4
988,"Grande","Lujo","Veterano","Básico","Grande Lujo Básico",4,37808.75,3,FALSE,5.73853524982888,1
989,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,12681.5,1.1,TRUE,6.31074606433949,4
990,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",3,38078.6666666667,3.4,FALSE,5.73305954825462,12
991,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",3,18629.3333333333,2.6,FALSE,1.43463381245722,12
992,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,33604.25,3.2,FALSE,5.15811088295688,8
993,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,11652.5,4,FALSE,8.2217659137577,12
994,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,29198,1.9,FALSE,6.33812457221081,48
995,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,28407,1.6,FALSE,3.31553730321697,4
996,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,24917.5,3.8,TRUE,6.94318959616701,1
997,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,21009.3333333333,2.3,TRUE,7.77275838466804,1
998,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,22538,2.6,FALSE,6.55441478439425,12
999,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,25646.75,1,FALSE,8.28473648186174,8
1000,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,24650.6,3.8,FALSE,4.11498973305955,8
