"id_alquila","sexo","edad","provincia_nacimiento","cantidad_alquileres","calificacion_media","fecha_registro","nivel_verificacion","idiomas_hablados","preferencia_ubicacion"
274,"Masculino",47,"La Pampa",49,1.8,2024-03-23,"Completo","Español","Chaco"
275,"Femenino",59,"Chaco",40,4.5,2019-12-18,"Intermedio","Español,Inglés,Portugués","Buenos Aires"
276,"Masculino",52,"Formosa",43,4.3,2019-12-24,"Intermedio","Español,Inglés","Misiones"
277,"Femenino",53,"Catamarca",22,2.1,2023-07-09,"Básico","Español,Portugués","Tierra del Fuego"
278,"Femenino",44,"Entre Ríos",45,2.9,2023-07-18,"Completo","Español,Inglés,Portugués","Corrientes"
279,"Femenino",32,"San Luis",8,2,2022-05-22,"Completo","Español,Inglés,Portugués","CABA"
280,"Femenino",50,"Tierra del Fuego",44,4.7,2022-01-25,"Básico","Español,Inglés,Portugués","Salta"
281,"Femenino",34,"San Juan",6,3,2023-03-03,"Intermedio","Español,Inglés","Santiago del Estero"
282,"Masculino",58,"Chaco",0,2.5,2023-06-13,"Intermedio","Español,Inglés","Catamarca"
283,"Femenino",50,"Río Negro",13,3.8,2021-08-12,"Completo","Español,Inglés","Corrientes"
284,"Femenino",30,"Córdoba",44,1.2,2024-04-02,"Intermedio","Español,Inglés,Portugués","Córdoba"
285,"Femenino",40,"Buenos Aires",13,1.3,2019-03-04,"Intermedio","Español,Portugués","Entre Ríos"
286,"Femenino",64,"Catamarca",26,1.8,2024-06-08,"Básico","Español,Inglés,Portugués","Río Negro"
287,"Masculino",44,"Córdoba",33,5,2019-06-28,"Completo","Español,Portugués","La Pampa"
288,"Femenino",67,"Santiago del Estero",42,3.1,2024-12-29,"Completo","Español,Inglés,Portugués","Corrientes"
289,"Femenino",18,"Chaco",44,4.4,2020-01-09,"Básico","Español,Inglés","Tucumán"
290,"Femenino",43,"Catamarca",35,4.4,2019-09-15,"Completo","Español,Inglés","Santa Fe"
291,"Femenino",32,"Catamarca",23,3.1,2019-10-14,"Intermedio","Español,Inglés,Portugués","San Juan"
292,"Femenino",45,"CABA",28,4.1,2019-02-28,"Completo","Español,Inglés","Chubut"
293,"Masculino",45,"Tierra del Fuego",21,3.7,2024-05-13,"Completo","Español","Entre Ríos"
294,"Masculino",58,"Tierra del Fuego",28,2.3,2020-11-19,"Completo","Español,Portugués","San Juan"
295,"Masculino",40,"Buenos Aires",42,1.7,2023-01-04,"Completo","Español,Inglés,Portugués","Tierra del Fuego"
296,"Femenino",45,"La Rioja",46,4.3,2020-01-30,"Intermedio","Español,Portugués","Catamarca"
297,"Femenino",61,"Salta",27,4.7,2021-06-18,"Intermedio","Español,Inglés,Portugués","Misiones"
298,"Femenino",44,"Chaco",24,1.5,2020-08-31,"Intermedio","Español,Inglés,Portugués","Río Negro"
299,"Femenino",27,"Tucumán",50,2.7,2019-07-22,"Básico","Español","Neuquén"
300,"Femenino",50,"Salta",11,2.3,2020-12-07,"Completo","Español,Inglés","Salta"
301,"Masculino",56,"La Pampa",10,2.7,2019-01-07,"Completo","Español","Río Negro"
302,"Femenino",64,"Tierra del Fuego",35,4,2021-12-20,"Intermedio","Español,Portugués","Corrientes"
303,"Femenino",21,"Catamarca",18,3.8,2021-11-22,"Completo","Español,Inglés,Portugués","San Juan"
304,"Femenino",58,"Chaco",40,3.5,2021-03-04,"Básico","Español,Inglés","Misiones"
305,"Masculino",66,"San Luis",22,3.7,2023-09-27,"Básico","Español,Inglés","Tucumán"
306,"Femenino",48,"Río Negro",27,2.5,2024-01-30,"Intermedio","Español,Inglés","Chubut"
307,"Femenino",55,"CABA",28,3.3,2019-11-26,"Intermedio","Español,Inglés","Misiones"
308,"Masculino",50,"Catamarca",39,2.7,2020-02-09,"Completo","Español,Inglés","Mendoza"
309,"Masculino",24,"Santa Cruz",17,3.7,2020-03-15,"Completo","Español,Portugués","La Rioja"
310,"Femenino",52,"Santiago del Estero",16,3.5,2021-04-26,"Básico","Español,Portugués","Río Negro"
311,"Masculino",31,"Río Negro",12,2.9,2019-11-27,"Intermedio","Español,Inglés,Portugués","Córdoba"
312,"Femenino",48,"Santa Fe",4,2.9,2021-02-04,"Completo","Español,Inglés","Tucumán"
313,"Femenino",64,"Misiones",18,2.7,2024-04-09,"Completo","Español,Portugués","Santa Cruz"
314,"Femenino",28,"Tierra del Fuego",21,2.6,2021-08-01,"Básico","Español,Portugués","Neuquén"
315,"Masculino",27,"Catamarca",44,2.5,2021-09-08,"Completo","Español","Neuquén"
316,"Femenino",59,"Corrientes",40,2.8,2024-08-19,"Básico","Español","Chubut"
317,"Femenino",28,"Chubut",40,2.4,2022-09-15,"Intermedio","Español,Portugués","Chaco"
318,"Femenino",51,"Jujuy",23,1.4,2021-05-10,"Básico","Español,Inglés,Portugués","Buenos Aires"
319,"Femenino",22,"Entre Ríos",10,3,2021-11-15,"Intermedio","Español,Portugués","Santiago del Estero"
320,"Femenino",26,"Misiones",26,5,2024-07-24,"Intermedio","Español,Inglés","Tierra del Fuego"
321,"Femenino",69,"Río Negro",25,2.6,2021-12-05,"Intermedio","Español","Mendoza"
322,"Femenino",26,"Córdoba",30,1.1,2019-08-01,"Completo","Español,Inglés","Córdoba"
323,"Masculino",32,"Mendoza",13,2.8,2020-09-27,"Intermedio","Español,Inglés,Portugués","La Rioja"
324,"Femenino",37,"San Juan",21,4.9,2019-05-11,"Intermedio","Español,Inglés,Portugués","Chaco"
325,"Femenino",45,"Mendoza",23,3.4,2019-03-03,"Básico","Español,Inglés","Tucumán"
326,"Femenino",70,"Santa Fe",2,4.8,2022-05-19,"Completo","Español,Inglés","Santa Cruz"
327,"Femenino",19,"Formosa",6,1.5,2020-02-15,"Intermedio","Español,Inglés,Portugués","Tucumán"
328,"Masculino",19,"Corrientes",35,2,2022-04-13,"Completo","Español","Jujuy"
329,"Femenino",66,"Córdoba",48,1.8,2024-03-21,"Completo","Español,Portugués","La Rioja"
330,"Masculino",23,"Río Negro",3,2,2019-04-03,"Intermedio","Español","Tierra del Fuego"
331,"Femenino",49,"Misiones",17,1.5,2019-08-21,"Intermedio","Español,Portugués","Santiago del Estero"
332,"Femenino",18,"Tierra del Fuego",17,4.5,2021-08-15,"Intermedio","Español,Inglés","Mendoza"
333,"Masculino",69,"San Luis",48,3.2,2021-11-28,"Completo","Español,Inglés,Portugués","Buenos Aires"
334,"Femenino",22,"Chubut",8,3.3,2024-09-15,"Intermedio","Español,Portugués","Formosa"
335,"Masculino",22,"Formosa",31,1.8,2024-01-18,"Básico","Español,Inglés","Río Negro"
336,"Masculino",35,"La Pampa",44,2.6,2021-08-17,"Intermedio","Español","Formosa"
337,"Masculino",66,"Santiago del Estero",37,3.4,2023-06-12,"Completo","Español","La Rioja"
338,"Masculino",50,"Entre Ríos",8,1.3,2024-01-05,"Completo","Español,Portugués","Río Negro"
339,"Femenino",62,"Misiones",21,1.1,2023-11-13,"Intermedio","Español,Inglés","La Rioja"
340,"Masculino",20,"Formosa",42,1.3,2021-11-11,"Básico","Español,Portugués","CABA"
341,"Masculino",20,"Santa Fe",34,4.1,2019-07-24,"Básico","Español","Neuquén"
342,"Femenino",28,"Neuquén",10,2.3,2019-07-18,"Intermedio","Español,Inglés","Entre Ríos"
343,"Femenino",55,"Tucumán",26,4.3,2023-12-26,"Intermedio","Español","Salta"
344,"Femenino",18,"La Rioja",15,2.3,2024-05-19,"Completo","Español,Inglés,Portugués","Jujuy"
345,"Femenino",21,"Chubut",22,4.8,2024-12-19,"Básico","Español,Portugués","San Luis"
346,"Masculino",25,"Mendoza",43,3.1,2024-08-08,"Intermedio","Español,Inglés","Tierra del Fuego"
347,"Femenino",57,"Catamarca",1,2.2,2020-11-14,"Completo","Español,Inglés","Salta"
348,"Femenino",70,"Misiones",22,2.8,2020-09-28,"Completo","Español,Inglés,Portugués","Chubut"
349,"Masculino",36,"CABA",25,4.6,2023-08-12,"Intermedio","Español,Portugués","Río Negro"
350,"Masculino",19,"Formosa",43,3.6,2024-06-14,"Básico","Español,Portugués","Neuquén"
351,"Masculino",26,"Santa Cruz",30,3.9,2019-02-27,"Intermedio","Español,Portugués","Córdoba"
352,"Masculino",69,"Jujuy",40,4.9,2021-12-26,"Intermedio","Español,Inglés","Santiago del Estero"
353,"Masculino",18,"Chubut",36,2.4,2023-11-02,"Completo","Español,Portugués","Santiago del Estero"
354,"Femenino",34,"La Pampa",10,1.4,2019-01-24,"Completo","Español,Portugués","Formosa"
355,"Masculino",50,"Jujuy",39,3.6,2024-01-23,"Completo","Español,Portugués","Córdoba"
356,"Femenino",36,"Chubut",4,1,2022-10-25,"Intermedio","Español,Inglés,Portugués","Mendoza"
357,"Femenino",54,"Corrientes",0,2.3,2024-03-22,"Completo","Español,Portugués","Formosa"
358,"Femenino",21,"Chaco",18,4.9,2019-04-11,"Completo","Español,Inglés","La Rioja"
359,"Femenino",49,"Salta",13,3.1,2022-10-17,"Completo","Español,Inglés,Portugués","San Juan"
360,"Masculino",41,"Río Negro",38,1.5,2021-03-02,"Completo","Español,Portugués","Santa Cruz"
361,"Masculino",36,"Santa Cruz",21,4.8,2023-07-10,"Completo","Español,Inglés","Tucumán"
362,"Masculino",45,"Jujuy",1,1.8,2021-06-16,"Completo","Español,Portugués","San Juan"
363,"Masculino",68,"Chubut",41,4.1,2020-06-22,"Intermedio","Español,Inglés,Portugués","Santa Cruz"
364,"Masculino",20,"San Juan",33,2.1,2020-09-07,"Intermedio","Español","Corrientes"
365,"Femenino",28,"Buenos Aires",49,3.8,2020-07-28,"Completo","Español","Chubut"
366,"Femenino",53,"Corrientes",43,2,2024-09-06,"Intermedio","Español","Formosa"
367,"Femenino",27,"CABA",22,1.2,2020-03-03,"Completo","Español","Chaco"
368,"Masculino",63,"Catamarca",19,2.2,2019-04-25,"Intermedio","Español,Inglés","La Pampa"
369,"Masculino",34,"Formosa",14,2.4,2023-02-15,"Completo","Español,Inglés","Catamarca"
370,"Femenino",55,"Misiones",49,4.6,2024-02-28,"Intermedio","Español","Córdoba"
371,"Masculino",62,"Jujuy",4,1,2019-03-18,"Completo","Español","Entre Ríos"
372,"Masculino",18,"Mendoza",11,3.9,2023-12-15,"Básico","Español,Inglés","Buenos Aires"
373,"Femenino",30,"La Rioja",6,3.4,2024-02-01,"Básico","Español,Portugués","Neuquén"
374,"Masculino",67,"San Juan",16,1.3,2024-07-02,"Básico","Español,Inglés,Portugués","La Pampa"
375,"Femenino",41,"Tierra del Fuego",31,1.5,2019-12-28,"Intermedio","Español","Salta"
376,"Masculino",28,"La Pampa",27,4.9,2020-01-22,"Intermedio","Español,Portugués","Misiones"
377,"Masculino",18,"Misiones",45,3.3,2022-08-08,"Intermedio","Español,Inglés,Portugués","Chaco"
378,"Femenino",64,"Santa Cruz",50,4.5,2024-04-26,"Básico","Español,Inglés","Mendoza"
379,"Femenino",39,"Entre Ríos",2,3.7,2024-04-22,"Completo","Español,Inglés,Portugués","Catamarca"
380,"Femenino",46,"Chubut",6,1.5,2023-02-10,"Básico","Español,Inglés,Portugués","Chaco"
381,"Femenino",39,"Tucumán",29,4.2,2024-01-10,"Básico","Español,Portugués","Chubut"
382,"Femenino",20,"Neuquén",36,3.6,2021-11-21,"Básico","Español,Portugués","Santa Fe"
383,"Masculino",35,"La Pampa",36,4.6,2024-11-02,"Completo","Español,Portugués","Misiones"
384,"Masculino",53,"Tucumán",19,3.1,2019-10-12,"Completo","Español,Portugués","Formosa"
385,"Masculino",52,"Córdoba",44,4.4,2022-04-30,"Básico","Español,Inglés,Portugués","Río Negro"
386,"Femenino",27,"Tierra del Fuego",41,4.2,2022-12-01,"Intermedio","Español,Inglés","Chaco"
387,"Masculino",19,"Corrientes",1,4.6,2024-10-19,"Completo","Español,Portugués","Salta"
388,"Femenino",52,"CABA",30,3,2020-04-25,"Intermedio","Español,Inglés","San Juan"
389,"Femenino",20,"Formosa",0,3.1,2023-06-11,"Completo","Español","San Luis"
390,"Masculino",42,"Chubut",50,4.7,2023-08-25,"Básico","Español","Tierra del Fuego"
391,"Masculino",49,"Chaco",6,4.3,2023-03-11,"Completo","Español,Inglés","Mendoza"
392,"Femenino",51,"Catamarca",37,4.2,2021-09-23,"Intermedio","Español,Inglés,Portugués","Río Negro"
393,"Femenino",20,"Jujuy",12,3.3,2023-10-24,"Básico","Español,Inglés,Portugués","Catamarca"
394,"Femenino",28,"Formosa",1,3.7,2023-07-28,"Completo","Español","Corrientes"
395,"Masculino",47,"Salta",40,2.1,2022-10-02,"Básico","Español,Portugués","Chaco"
396,"Femenino",57,"Misiones",31,2.5,2020-03-15,"Intermedio","Español,Portugués","Tierra del Fuego"
397,"Femenino",34,"Tucumán",12,2.4,2020-12-14,"Intermedio","Español,Inglés,Portugués","Mendoza"
398,"Femenino",30,"Santa Fe",35,4.9,2021-02-02,"Intermedio","Español,Portugués","CABA"
399,"Masculino",44,"Buenos Aires",40,2.4,2022-02-23,"Intermedio","Español,Portugués","Río Negro"
400,"Femenino",32,"La Rioja",11,1.9,2020-01-02,"Básico","Español,Portugués","Tucumán"
401,"Masculino",38,"Santa Cruz",34,2.9,2023-04-18,"Básico","Español,Inglés","Chubut"
402,"Femenino",20,"San Juan",9,2.8,2023-06-03,"Completo","Español,Inglés","Entre Ríos"
403,"Femenino",51,"Santa Cruz",32,1.9,2022-05-09,"Intermedio","Español,Inglés","Formosa"
404,"Masculino",48,"Chubut",16,4.4,2020-09-09,"Completo","Español,Portugués","Corrientes"
405,"Femenino",48,"Neuquén",43,1.4,2024-12-24,"Completo","Español,Portugués","Santiago del Estero"
406,"Masculino",39,"Misiones",46,4.3,2023-12-09,"Intermedio","Español,Inglés,Portugués","San Luis"
407,"Masculino",42,"Córdoba",14,2.2,2020-03-03,"Completo","Español,Inglés,Portugués","Mendoza"
408,"Masculino",20,"Misiones",6,2.7,2023-07-21,"Intermedio","Español","Misiones"
409,"Femenino",35,"Neuquén",11,3,2019-06-18,"Básico","Español,Portugués","Buenos Aires"
410,"Masculino",21,"Córdoba",25,3.4,2020-09-26,"Completo","Español,Portugués","Chaco"
411,"Masculino",56,"Neuquén",26,2.3,2021-02-27,"Intermedio","Español,Inglés","San Luis"
412,"Masculino",61,"La Pampa",9,4.7,2022-07-19,"Completo","Español,Inglés","Formosa"
413,"Masculino",52,"Chaco",50,2.9,2020-03-16,"Básico","Español","Chubut"
414,"Femenino",59,"Santa Cruz",42,4.2,2019-03-12,"Intermedio","Español,Inglés,Portugués","Jujuy"
415,"Femenino",30,"Misiones",37,2.5,2019-08-14,"Intermedio","Español","CABA"
416,"Femenino",21,"San Luis",45,3.8,2022-12-19,"Completo","Español,Portugués","Chaco"
417,"Masculino",65,"CABA",34,2.3,2020-10-03,"Completo","Español","La Pampa"
418,"Femenino",58,"Santa Fe",46,4.1,2023-09-12,"Básico","Español","Santiago del Estero"
419,"Masculino",65,"San Luis",13,2.5,2024-09-13,"Intermedio","Español,Inglés","Mendoza"
420,"Masculino",22,"Santa Cruz",36,3.9,2019-12-12,"Básico","Español,Portugués","Entre Ríos"
421,"Masculino",40,"Río Negro",46,2.2,2023-09-23,"Completo","Español,Portugués","Santa Cruz"
422,"Femenino",35,"San Luis",19,2.1,2019-06-08,"Intermedio","Español","Santiago del Estero"
423,"Masculino",56,"CABA",37,2.7,2020-03-15,"Básico","Español,Inglés,Portugués","Neuquén"
424,"Masculino",26,"Jujuy",10,4.8,2021-04-04,"Completo","Español,Inglés,Portugués","Santiago del Estero"
425,"Masculino",33,"Chubut",42,1.9,2020-06-09,"Completo","Español,Inglés","Santa Fe"
426,"Femenino",69,"Mendoza",48,4.3,2024-11-15,"Básico","Español","Chaco"
427,"Femenino",42,"Chaco",18,2.9,2019-05-19,"Completo","Español,Inglés,Portugués","San Luis"
428,"Masculino",35,"Salta",12,1.7,2021-03-20,"Básico","Español,Inglés,Portugués","Río Negro"
429,"Femenino",54,"Buenos Aires",41,2.5,2021-09-11,"Básico","Español","CABA"
430,"Masculino",31,"Chaco",49,1.3,2020-12-17,"Intermedio","Español,Inglés,Portugués","Catamarca"
431,"Femenino",27,"Jujuy",43,4.1,2021-07-04,"Completo","Español","Córdoba"
432,"Femenino",23,"Chaco",48,4,2019-02-13,"Completo","Español,Inglés,Portugués","Corrientes"
433,"Masculino",41,"San Luis",2,5,2024-11-27,"Básico","Español","Jujuy"
434,"Masculino",61,"Misiones",16,4.6,2020-07-28,"Intermedio","Español","Santiago del Estero"
435,"Masculino",56,"Entre Ríos",8,3.8,2019-03-20,"Intermedio","Español,Inglés,Portugués","Salta"
436,"Masculino",33,"CABA",25,3.5,2022-10-02,"Completo","Español","Misiones"
437,"Masculino",47,"Salta",24,5,2024-11-27,"Completo","Español,Inglés,Portugués","Mendoza"
438,"Masculino",66,"Tucumán",16,4.4,2019-03-26,"Intermedio","Español,Inglés","Córdoba"
439,"Femenino",59,"Mendoza",50,2.2,2020-10-18,"Completo","Español","Entre Ríos"
440,"Femenino",43,"Córdoba",44,2.1,2022-11-25,"Completo","Español,Inglés,Portugués","Córdoba"
441,"Masculino",27,"Salta",28,4,2024-05-09,"Básico","Español,Inglés","CABA"
442,"Femenino",36,"Tierra del Fuego",49,2.2,2023-03-15,"Básico","Español,Inglés","San Luis"
443,"Femenino",28,"Tierra del Fuego",25,2.2,2019-01-27,"Completo","Español,Inglés","Santiago del Estero"
444,"Femenino",48,"Tucumán",48,2.3,2021-08-29,"Intermedio","Español,Inglés,Portugués","San Juan"
445,"Masculino",60,"Santa Cruz",8,3.7,2022-08-11,"Intermedio","Español,Inglés,Portugués","Santa Fe"
446,"Femenino",65,"Chubut",31,3.4,2020-02-05,"Intermedio","Español,Portugués","Córdoba"
447,"Masculino",27,"Córdoba",30,2,2020-05-17,"Básico","Español,Inglés","La Rioja"
448,"Masculino",67,"Santa Cruz",20,3.8,2023-10-03,"Básico","Español,Portugués","Formosa"
449,"Femenino",49,"Tierra del Fuego",11,1.3,2022-04-24,"Básico","Español,Inglés,Portugués","Tierra del Fuego"
450,"Masculino",22,"Entre Ríos",30,1.1,2020-08-10,"Intermedio","Español","San Luis"
451,"Masculino",51,"Formosa",31,3.1,2019-10-15,"Completo","Español,Inglés","Río Negro"
452,"Femenino",60,"Catamarca",6,3.7,2023-05-19,"Intermedio","Español,Inglés,Portugués","Córdoba"
453,"Femenino",45,"Formosa",14,3.6,2021-12-06,"Intermedio","Español","CABA"
454,"Masculino",44,"Buenos Aires",33,3,2020-10-19,"Intermedio","Español,Inglés","La Rioja"
455,"Masculino",43,"Chubut",46,4.9,2020-01-31,"Completo","Español,Inglés,Portugués","San Juan"
456,"Masculino",20,"Mendoza",18,2.2,2024-11-10,"Completo","Español,Inglés,Portugués","CABA"
457,"Femenino",69,"San Juan",17,4.2,2022-03-11,"Intermedio","Español,Inglés","Catamarca"
458,"Masculino",43,"Catamarca",28,4.3,2024-01-29,"Básico","Español,Inglés","Formosa"
459,"Masculino",25,"Río Negro",23,3.8,2023-12-02,"Completo","Español,Inglés","La Rioja"
460,"Femenino",35,"CABA",21,3.4,2024-07-12,"Básico","Español,Inglés,Portugués","Tierra del Fuego"
461,"Femenino",21,"Tucumán",40,4.2,2023-10-24,"Completo","Español,Inglés","La Rioja"
462,"Masculino",33,"Chaco",16,3.6,2023-07-17,"Intermedio","Español,Inglés,Portugués","Buenos Aires"
463,"Masculino",45,"Córdoba",12,1.7,2021-07-17,"Completo","Español,Inglés","Salta"
464,"Masculino",19,"Salta",9,5,2023-06-23,"Básico","Español,Inglés","La Pampa"
465,"Masculino",19,"Santa Fe",24,4.9,2023-09-20,"Básico","Español,Inglés","Entre Ríos"
466,"Femenino",46,"Córdoba",30,1.6,2023-06-15,"Intermedio","Español,Portugués","Catamarca"
467,"Femenino",56,"San Juan",22,3.9,2019-02-10,"Básico","Español","La Rioja"
468,"Femenino",22,"Santa Fe",0,4.9,2020-12-26,"Completo","Español,Inglés","Santa Cruz"
469,"Masculino",70,"La Rioja",15,2.1,2021-10-03,"Intermedio","Español,Portugués","Formosa"
470,"Masculino",49,"San Juan",0,1,2023-12-26,"Completo","Español","Mendoza"
471,"Femenino",21,"Santiago del Estero",34,3.2,2023-04-02,"Básico","Español,Portugués","Chubut"
472,"Masculino",31,"Corrientes",12,2.9,2022-03-10,"Intermedio","Español,Portugués","Chubut"
473,"Femenino",20,"Buenos Aires",29,2.1,2024-05-27,"Intermedio","Español,Portugués","La Rioja"
474,"Masculino",63,"Córdoba",32,4.9,2019-11-17,"Completo","Español","Córdoba"
475,"Femenino",50,"Chubut",23,4.3,2024-05-06,"Completo","Español,Inglés,Portugués","San Juan"
476,"Femenino",43,"Catamarca",10,2.9,2024-02-08,"Intermedio","Español,Portugués","Formosa"
477,"Femenino",37,"Tierra del Fuego",50,2.8,2019-07-03,"Completo","Español,Inglés","Misiones"
478,"Masculino",56,"Catamarca",5,3.2,2024-07-18,"Básico","Español,Portugués","Tierra del Fuego"
479,"Masculino",21,"Santa Cruz",32,3.2,2021-08-24,"Completo","Español","La Pampa"
480,"Masculino",69,"Tucumán",17,2.6,2024-08-06,"Completo","Español,Inglés,Portugués","Neuquén"
481,"Masculino",22,"Neuquén",20,3.5,2019-11-12,"Completo","Español","Mendoza"
482,"Masculino",30,"Tierra del Fuego",35,2.7,2019-05-28,"Completo","Español,Inglés,Portugués","Santa Cruz"
483,"Femenino",47,"Tierra del Fuego",34,1.6,2022-07-29,"Completo","Español,Portugués","Río Negro"
484,"Masculino",33,"La Rioja",7,3.9,2019-07-06,"Básico","Español,Inglés,Portugués","Tierra del Fuego"
485,"Masculino",47,"Tucumán",47,4.3,2024-02-18,"Básico","Español,Inglés,Portugués","Chaco"
486,"Femenino",37,"San Luis",41,2.6,2021-08-06,"Intermedio","Español,Inglés,Portugués","Jujuy"
487,"Femenino",63,"Salta",12,3.2,2024-04-07,"Completo","Español,Inglés","Santa Cruz"
488,"Femenino",36,"La Rioja",35,2.3,2022-06-05,"Básico","Español,Inglés,Portugués","Mendoza"
489,"Femenino",59,"Río Negro",34,1.9,2024-01-28,"Intermedio","Español,Inglés,Portugués","Catamarca"
490,"Masculino",38,"Chaco",42,3.3,2022-09-26,"Básico","Español","Mendoza"
491,"Masculino",42,"Formosa",6,4.3,2020-08-26,"Completo","Español","La Rioja"
492,"Masculino",68,"San Luis",41,2.1,2021-11-05,"Intermedio","Español,Portugués","Santa Fe"
493,"Femenino",30,"San Juan",25,4.9,2021-06-20,"Intermedio","Español,Portugués","Tierra del Fuego"
