"id_transaccion","cantidad_noches","precio_noche","cantidad_personas","fecha_checkin","fecha_checkout","metodo_pago","estado_transaccion","descuento_aplicado","costo_limpieza","costo_servicio","impuestos","calificacion_huesped","calificacion_anfitrion"
256,4,10876,1,2024-08-12,2024-08-16,"Tarjeta de crédito","Completada",7,5044,6526,9136,5,4
257,8,7786,4,2024-11-06,2024-11-14,"Tarjeta de crédito","Cancelada",5,5670,9343,13080,NA,NA
258,1,21147,4,2024-12-09,2024-12-10,"Tarjeta de crédito","Completada",11,7183,3172,4441,1,2
259,10,51580,1,2023-11-26,2023-12-06,"Tarjeta de crédito","En curso",16,6229,77370,108318,NA,NA
260,11,36629,1,2024-10-22,2024-11-02,"Tarjeta de crédito","Cancelada",29,5375,60438,84613,NA,NA
261,9,27927,5,2025-01-13,2025-01-22,"Transferencia bancaria","Completada",18,5330,37701,52782,3,3
262,10,21000,7,2023-05-24,2023-06-03,"Tarjeta de crédito","Completada",10,3743,31500,44100,4,3
263,8,44292,1,2023-12-09,2023-12-17,"Tarjeta de crédito","Cancelada",25,2944,53150,74411,NA,NA
264,13,24725,11,2024-01-03,2024-01-16,"Transferencia bancaria","Completada",8,6506,48214,67499,5,3
265,14,34826,4,2023-11-17,2023-12-01,"Billetera virtual","Cancelada",29,7340,73135,102388,NA,NA
266,10,33496,9,2025-02-11,2025-02-21,"Billetera virtual","Completada",0,5389,50244,70342,2,4
267,13,28359,1,2025-01-25,2025-02-07,"Billetera virtual","Completada",21,6172,55300,77420,5,3
268,7,41077,1,2023-12-05,2023-12-12,"Tarjeta de crédito","Completada",15,4953,43131,60383,4,4
269,7,16097,2,2023-09-01,2023-09-08,"Tarjeta de crédito","Completada",25,2586,16902,23663,2,4
270,11,32133,6,2025-01-23,2025-02-03,"Tarjeta de crédito","Cancelada",12,3807,53019,74227,NA,NA
271,12,12099,5,2023-05-25,2023-06-06,"Efectivo","Completada",27,4572,21778,30489,1,5
272,9,23136,5,2025-03-12,2025-03-21,"Tarjeta de crédito","Completada",30,7740,31234,43727,3,1
273,10,38881,1,2023-06-11,2023-06-21,"Transferencia bancaria","Completada",17,2816,58322,81650,4,5
274,4,43515,1,2023-05-21,2023-05-25,"Transferencia bancaria","Completada",15,2358,26109,36553,2,1
275,4,23591,1,2024-05-15,2024-05-19,"Tarjeta de crédito","Completada",22,6637,14155,19816,3,3
276,8,23065,7,2025-01-21,2025-01-29,"Efectivo","Cancelada",29,5224,27678,38749,NA,NA
277,8,29004,4,2024-11-13,2024-11-21,"Transferencia bancaria","Completada",18,3755,34805,48727,1,2
278,8,14189,1,2024-09-05,2024-09-13,"Tarjeta de crédito","Completada",10,6176,17027,23838,3,1
279,9,51322,5,2023-08-06,2023-08-15,"Efectivo","Completada",2,5142,69285,96999,4,1
280,3,18788,2,2023-12-07,2023-12-10,"Tarjeta de crédito","Completada",26,5057,8455,11836,3,2
281,13,23549,3,2024-07-01,2024-07-14,"Tarjeta de crédito","Completada",4,3255,45921,64289,3,5
282,10,26287,1,2024-03-03,2024-03-13,"Transferencia bancaria","Completada",26,6133,39430,55203,5,1
283,10,32329,1,2024-05-07,2024-05-17,"Transferencia bancaria","Completada",6,4489,48494,67891,1,3
284,3,23552,5,2024-06-08,2024-06-11,"Tarjeta de crédito","Completada",8,5124,10598,14838,4,2
285,5,35283,5,2024-11-22,2024-11-27,"Tarjeta de crédito","Completada",8,3340,26462,37047,3,4
286,3,29675,5,2024-06-17,2024-06-20,"Tarjeta de crédito","Cancelada",15,3291,13354,18695,NA,NA
287,6,32232,8,2023-06-30,2023-07-06,"Billetera virtual","Completada",24,4453,29009,40612,5,3
288,9,10318,2,2024-08-10,2024-08-19,"Tarjeta de crédito","En curso",6,6978,13929,19501,NA,NA
289,4,53137,1,2023-04-19,2023-04-23,"Billetera virtual","Completada",7,5904,31882,44635,3,2
290,1,6004,7,2024-02-07,2024-02-08,"Tarjeta de crédito","Completada",16,4010,901,1261,5,1
291,8,52458,11,2024-02-28,2024-03-07,"Tarjeta de crédito","Pendiente",16,3732,62950,88129,NA,NA
292,6,11034,2,2023-02-07,2023-02-13,"Efectivo","En curso",16,7855,9931,13903,NA,NA
293,4,45941,4,2023-07-18,2023-07-22,"Tarjeta de crédito","Pendiente",23,3624,27565,38590,NA,NA
294,1,20700,1,2024-02-26,2024-02-27,"Tarjeta de crédito","Pendiente",2,4111,3105,4347,NA,NA
295,12,20909,2,2023-09-02,2023-09-14,"Tarjeta de crédito","Completada",5,5589,37636,52691,1,2
296,4,41425,2,2023-10-14,2023-10-18,"Tarjeta de crédito","Completada",1,5888,24855,34797,5,1
297,11,10613,3,2023-06-20,2023-07-01,"Transferencia bancaria","Completada",11,5184,17511,24516,5,5
298,12,22528,3,2024-10-17,2024-10-29,"Efectivo","Cancelada",8,2905,40550,56771,NA,NA
299,2,6916,3,2024-02-29,2024-03-02,"Tarjeta de crédito","Completada",26,2468,2075,2905,3,3
300,5,52979,7,2023-11-06,2023-11-11,"Tarjeta de crédito","Completada",14,6664,39734,55628,3,5
301,5,18282,3,2024-04-20,2024-04-25,"Transferencia bancaria","Pendiente",25,7950,13712,19196,NA,NA
302,4,33097,1,2023-06-21,2023-06-25,"Tarjeta de crédito","Completada",2,2023,19858,27801,3,1
303,5,23451,6,2024-02-18,2024-02-23,"Transferencia bancaria","Pendiente",10,7423,17588,24624,NA,NA
304,6,22419,5,2023-10-26,2023-11-01,"Tarjeta de crédito","Completada",10,4134,20177,28248,3,1
305,1,28425,5,2025-01-06,2025-01-07,"Tarjeta de crédito","En curso",21,3645,4264,5969,NA,NA
306,2,6671,3,2023-06-23,2023-06-25,"Tarjeta de crédito","Completada",12,5321,2001,2802,4,5
307,7,14945,1,2024-02-10,2024-02-17,"Tarjeta de crédito","Completada",20,2960,15692,21969,5,4
308,11,17276,4,2023-09-16,2023-09-27,"Transferencia bancaria","Completada",1,6332,28505,39908,2,5
309,3,9343,6,2024-11-02,2024-11-05,"Billetera virtual","Pendiente",21,4899,4204,5886,NA,NA
310,9,6784,4,2024-04-22,2024-05-01,"Efectivo","Completada",6,3070,9158,12822,1,2
311,5,36325,6,2024-06-12,2024-06-17,"Tarjeta de crédito","Completada",7,3296,27244,38141,2,3
312,3,7155,2,2024-07-18,2024-07-21,"Efectivo","Completada",28,3955,3220,4508,2,5
313,9,17714,4,2023-11-27,2023-12-06,"Tarjeta de crédito","Cancelada",30,5411,23914,33479,NA,NA
314,7,29553,6,2024-01-18,2024-01-25,"Tarjeta de crédito","Pendiente",20,2417,31031,43443,NA,NA
315,8,42727,5,2025-02-11,2025-02-19,"Tarjeta de crédito","Cancelada",26,4177,51272,71781,NA,NA
316,1,14856,2,2023-12-01,2023-12-02,"Transferencia bancaria","Completada",23,5925,2228,3120,2,3
317,7,37695,8,2023-10-18,2023-10-25,"Efectivo","Completada",15,2204,39580,55412,2,2
318,14,27711,3,2024-02-05,2024-02-19,"Tarjeta de crédito","Completada",14,6907,58193,81470,4,3
319,1,17514,1,2024-03-28,2024-03-29,"Efectivo","Completada",12,4272,2627,3678,4,4
320,3,5901,11,2023-11-16,2023-11-19,"Tarjeta de crédito","En curso",20,4857,2655,3718,NA,NA
321,1,33812,2,2023-09-28,2023-09-29,"Billetera virtual","Completada",20,5161,5072,7101,1,4
322,6,30871,7,2024-03-10,2024-03-16,"Efectivo","Completada",14,7592,27784,38897,5,4
323,12,34974,2,2024-04-09,2024-04-21,"Billetera virtual","Completada",6,3158,62953,88134,4,2
324,14,34821,2,2024-12-13,2024-12-27,"Tarjeta de crédito","Completada",17,2681,73124,102374,5,5
325,13,10138,2,2024-10-30,2024-11-12,"Tarjeta de crédito","Completada",28,6234,19769,27677,5,4
326,6,24631,6,2025-01-09,2025-01-15,"Tarjeta de crédito","Completada",16,4970,22168,31035,2,3
327,3,22955,6,2024-05-02,2024-05-05,"Efectivo","Completada",2,6170,10330,14462,5,4
328,3,9962,6,2024-06-06,2024-06-09,"Tarjeta de crédito","Completada",18,7990,4483,6276,2,5
329,2,41024,5,2024-12-21,2024-12-23,"Tarjeta de crédito","Cancelada",17,6800,12307,17230,NA,NA
330,1,36230,9,2024-04-07,2024-04-08,"Tarjeta de crédito","Pendiente",21,2913,5434,7608,NA,NA
331,6,7493,2,2023-10-04,2023-10-10,"Tarjeta de crédito","Pendiente",17,2956,6744,9441,NA,NA
332,7,8572,6,2024-08-25,2024-09-01,"Tarjeta de crédito","Completada",14,3437,9001,12601,4,4
333,2,42408,5,2023-07-29,2023-07-31,"Tarjeta de crédito","En curso",11,4629,12722,17811,NA,NA
334,12,45366,3,2024-10-30,2024-11-11,"Tarjeta de crédito","Completada",28,5867,81659,114322,1,4
335,4,17417,3,2024-03-26,2024-03-30,"Tarjeta de crédito","Completada",16,7867,10450,14630,1,1
336,10,11013,3,2024-07-21,2024-07-31,"Tarjeta de crédito","Completada",6,5143,16520,23127,2,2
337,5,32597,5,2023-01-20,2023-01-25,"Billetera virtual","Completada",27,5401,24448,34227,2,3
338,5,18374,3,2024-06-22,2024-06-27,"Transferencia bancaria","Completada",4,2048,13780,19293,1,5
339,12,18414,10,2024-06-19,2024-07-01,"Tarjeta de crédito","Completada",18,5629,33145,46403,4,5
340,7,44171,5,2023-04-29,2023-05-06,"Transferencia bancaria","Cancelada",4,7021,46380,64931,NA,NA
341,9,13571,4,2024-02-24,2024-03-04,"Transferencia bancaria","Completada",0,4025,18321,25649,3,2
342,6,60860,3,2024-03-22,2024-03-28,"Tarjeta de crédito","Completada",13,6725,54774,76684,3,2
343,3,35197,6,2024-09-26,2024-09-29,"Tarjeta de crédito","Completada",21,7284,15839,22174,3,2
344,6,29454,5,2025-03-27,2025-04-02,"Tarjeta de crédito","Cancelada",6,5652,26509,37112,NA,NA
345,2,8720,2,2024-11-01,2024-11-03,"Tarjeta de crédito","Completada",10,5533,2616,3662,4,1
346,3,38272,8,2023-04-13,2023-04-16,"Tarjeta de crédito","Completada",14,6875,17222,24111,2,2
347,9,24889,2,2024-04-09,2024-04-18,"Transferencia bancaria","Completada",13,6196,33600,47040,2,3
348,14,25036,2,2024-07-23,2024-08-06,"Billetera virtual","Pendiente",8,4746,52576,73606,NA,NA
349,9,11084,9,2023-12-08,2023-12-17,"Efectivo","Completada",21,7382,14963,20949,3,4
350,13,13346,2,2024-08-14,2024-08-27,"Tarjeta de crédito","Completada",10,2990,26025,36435,5,1
351,4,23757,7,2023-08-17,2023-08-21,"Transferencia bancaria","Completada",5,3362,14254,19956,5,3
352,14,6026,9,2024-07-07,2024-07-21,"Billetera virtual","Completada",25,7549,12655,17716,4,2
353,13,63055,1,2024-08-27,2024-09-09,"Transferencia bancaria","Completada",21,2151,122957,172140,2,5
354,1,53172,3,2023-10-11,2023-10-12,"Tarjeta de crédito","Completada",18,6592,7976,11166,4,1
355,4,34217,1,2023-08-12,2023-08-16,"Billetera virtual","Completada",25,5654,20530,28742,2,1
356,2,19425,6,2024-08-17,2024-08-19,"Efectivo","Completada",10,7496,5828,8158,2,3
357,4,24917,1,2023-11-13,2023-11-17,"Tarjeta de crédito","Pendiente",2,4795,14950,20930,NA,NA
358,6,7566,2,2023-05-01,2023-05-07,"Tarjeta de crédito","Pendiente",22,6761,6809,9533,NA,NA
359,14,26620,1,2023-04-05,2023-04-19,"Transferencia bancaria","Completada",6,2619,55902,78263,1,5
360,8,50356,11,2023-09-20,2023-09-28,"Efectivo","Completada",9,2449,60427,84598,1,5
361,8,25667,1,2023-03-27,2023-04-04,"Tarjeta de crédito","Completada",9,5047,30800,43121,1,4
362,12,37986,4,2023-06-15,2023-06-27,"Efectivo","Completada",20,6167,68375,95725,2,4
363,14,7162,4,2024-07-10,2024-07-24,"Transferencia bancaria","Completada",13,6742,15040,21056,4,2
364,7,37039,4,2023-11-10,2023-11-17,"Transferencia bancaria","Completada",11,4672,38891,54447,5,3
365,10,17908,5,2023-05-03,2023-05-13,"Billetera virtual","En curso",18,4364,26862,37607,NA,NA
366,14,23960,5,2023-09-09,2023-09-23,"Tarjeta de crédito","En curso",2,5294,50316,70442,NA,NA
367,12,47849,7,2024-09-04,2024-09-16,"Transferencia bancaria","Completada",6,6760,86128,120579,2,2
368,8,23187,1,2024-08-19,2024-08-27,"Tarjeta de crédito","Completada",30,7075,27824,38954,1,3
369,6,23376,6,2023-07-10,2023-07-16,"Transferencia bancaria","Completada",6,7933,21038,29454,2,3
370,1,15114,9,2024-07-15,2024-07-16,"Billetera virtual","Completada",8,2946,2267,3174,5,5
371,2,7881,2,2023-02-01,2023-02-03,"Tarjeta de crédito","Completada",29,5811,2364,3310,3,3
372,10,10798,8,2023-04-16,2023-04-26,"Tarjeta de crédito","Completada",9,4545,16197,22676,3,2
373,11,28648,3,2024-07-19,2024-07-30,"Transferencia bancaria","Completada",6,2106,47269,66177,3,1
374,8,23482,5,2023-04-14,2023-04-22,"Tarjeta de crédito","Completada",18,3916,28178,39450,2,5
375,8,8089,6,2023-12-25,2024-01-02,"Billetera virtual","En curso",14,2541,9707,13590,NA,NA
376,1,44399,1,2024-01-08,2024-01-09,"Billetera virtual","Completada",11,5893,6660,9324,5,2
377,11,6265,7,2024-06-30,2024-07-11,"Tarjeta de crédito","Completada",11,2248,10337,14472,3,1
378,3,35582,7,2024-03-31,2024-04-03,"Billetera virtual","Completada",9,2324,16012,22417,2,3
379,1,57120,1,2023-10-12,2023-10-13,"Tarjeta de crédito","Completada",5,6078,8568,11995,5,3
380,13,19121,2,2023-03-08,2023-03-21,"Tarjeta de crédito","Completada",27,7266,37286,52200,4,5
381,10,56067,5,2023-02-06,2023-02-16,"Tarjeta de crédito","Completada",25,5560,84100,117741,2,4
382,7,14797,1,2024-04-06,2024-04-13,"Tarjeta de crédito","Completada",14,7534,15537,21752,5,5
383,8,10041,2,2024-02-09,2024-02-17,"Tarjeta de crédito","Completada",10,7194,12049,16869,2,3
384,8,21421,1,2024-02-21,2024-02-29,"Efectivo","Completada",9,2676,25705,35987,2,3
385,14,28240,1,2023-10-29,2023-11-12,"Tarjeta de crédito","Completada",12,5125,59304,83026,1,4
386,12,47783,1,2024-09-15,2024-09-27,"Transferencia bancaria","Completada",9,4642,86009,120413,4,5
387,10,14896,4,2023-09-25,2023-10-05,"Tarjeta de crédito","Completada",17,7071,22344,31282,1,2
388,4,67541,4,2023-05-29,2023-06-02,"Efectivo","Completada",16,3931,40525,56734,2,1
389,5,24573,8,2024-07-30,2024-08-04,"Efectivo","Completada",23,5810,18430,25802,1,5
390,9,19327,4,2023-11-14,2023-11-23,"Tarjeta de crédito","Completada",30,3558,26091,36528,1,2
391,2,34075,7,2023-12-04,2023-12-06,"Transferencia bancaria","En curso",25,3104,10222,14312,NA,NA
392,4,10499,5,2024-12-18,2024-12-22,"Tarjeta de crédito","Completada",20,2524,6299,8819,1,2
393,5,24102,2,2024-06-26,2024-07-01,"Tarjeta de crédito","Completada",30,3109,18076,25307,4,3
394,8,22318,4,2023-12-28,2024-01-05,"Tarjeta de crédito","Completada",12,7547,26782,37494,1,4
395,7,27335,8,2024-11-17,2024-11-24,"Billetera virtual","Completada",16,5296,28702,40182,1,5
396,5,55532,8,2023-05-04,2023-05-09,"Tarjeta de crédito","Completada",24,5241,41649,58309,3,4
397,4,10236,2,2023-06-06,2023-06-10,"Tarjeta de crédito","Completada",29,6402,6142,8598,4,5
398,7,11428,3,2023-11-23,2023-11-30,"Tarjeta de crédito","Completada",26,2851,11999,16799,5,1
399,1,41899,1,2023-12-04,2023-12-05,"Tarjeta de crédito","Completada",18,6106,6285,8799,3,5
400,10,12196,2,2023-09-30,2023-10-10,"Tarjeta de crédito","Completada",14,4325,18294,25612,1,3
401,6,31558,2,2024-07-18,2024-07-24,"Tarjeta de crédito","En curso",12,4612,28402,39763,NA,NA
402,1,26995,6,2024-03-01,2024-03-02,"Transferencia bancaria","En curso",16,7393,4049,5669,NA,NA
403,4,33371,5,2024-10-06,2024-10-10,"Tarjeta de crédito","Completada",10,4970,20023,28032,2,2
404,6,48416,9,2024-10-27,2024-11-02,"Efectivo","Completada",8,3111,43574,61004,4,3
405,4,42128,9,2023-01-28,2023-02-01,"Tarjeta de crédito","En curso",19,6915,25277,35388,NA,NA
406,14,42654,1,2023-07-09,2023-07-23,"Transferencia bancaria","Completada",14,3573,89573,125403,5,3
407,12,40416,4,2024-06-10,2024-06-22,"Efectivo","Completada",9,2773,72749,101848,4,2
408,10,22002,2,2024-10-02,2024-10-12,"Transferencia bancaria","Completada",21,3495,33003,46204,2,1
409,1,12773,3,2024-04-29,2024-04-30,"Transferencia bancaria","Completada",26,2334,1916,2682,2,4
410,14,43142,3,2023-07-13,2023-07-27,"Tarjeta de crédito","Completada",5,6868,90598,126837,4,5
411,10,9093,8,2024-06-22,2024-07-02,"Tarjeta de crédito","Cancelada",10,7306,13640,19095,NA,NA
412,12,22284,9,2023-07-05,2023-07-17,"Transferencia bancaria","Completada",2,5922,40111,56156,3,5
413,5,24212,10,2024-07-22,2024-07-27,"Efectivo","Completada",8,2687,18159,25423,1,5
414,3,20243,5,2024-11-09,2024-11-12,"Transferencia bancaria","Completada",3,5288,9109,12753,5,3
415,10,7897,1,2023-08-22,2023-09-01,"Transferencia bancaria","Completada",6,7871,11846,16584,2,1
416,14,11901,1,2023-09-23,2023-10-07,"Efectivo","Completada",15,4721,24992,34989,3,4
417,12,20024,1,2023-10-14,2023-10-26,"Billetera virtual","Completada",1,3056,36043,50460,5,2
418,13,25177,7,2024-02-28,2024-03-12,"Tarjeta de crédito","Completada",19,4190,49095,68733,2,4
419,1,40804,6,2024-10-12,2024-10-13,"Billetera virtual","Pendiente",24,7614,6121,8569,NA,NA
420,13,30834,6,2023-10-10,2023-10-23,"Tarjeta de crédito","Completada",29,6965,60126,84177,5,2
421,3,30106,4,2024-04-21,2024-04-24,"Tarjeta de crédito","En curso",13,6162,13548,18967,NA,NA
422,1,18216,4,2024-11-21,2024-11-22,"Tarjeta de crédito","Completada",20,5308,2732,3825,1,5
423,7,44661,4,2024-02-29,2024-03-07,"Efectivo","Completada",3,6348,46894,65652,5,2
424,13,53256,4,2023-06-12,2023-06-25,"Tarjeta de crédito","Completada",12,7091,103849,145389,1,2
425,6,23070,4,2023-10-30,2023-11-05,"Tarjeta de crédito","Completada",11,5554,20763,29068,5,2
426,9,61576,3,2024-09-02,2024-09-11,"Tarjeta de crédito","Completada",2,6761,83128,116379,2,5
427,4,9881,1,2024-09-01,2024-09-05,"Efectivo","En curso",18,6305,5929,8300,NA,NA
428,9,27756,1,2023-12-18,2023-12-27,"Tarjeta de crédito","En curso",30,5666,37471,52459,NA,NA
429,10,16419,7,2024-08-13,2024-08-23,"Tarjeta de crédito","Cancelada",20,6034,24628,34480,NA,NA
430,4,59174,3,2024-10-01,2024-10-05,"Efectivo","Pendiente",30,7265,35504,49706,NA,NA
431,14,51325,4,2025-02-02,2025-02-16,"Tarjeta de crédito","Completada",24,2193,107782,150896,3,1
432,8,25486,6,2024-11-15,2024-11-23,"Tarjeta de crédito","Completada",19,4612,30583,42816,5,4
433,10,18581,5,2024-04-14,2024-04-24,"Tarjeta de crédito","En curso",30,2166,27872,39020,NA,NA
434,12,16984,3,2024-11-25,2024-12-07,"Tarjeta de crédito","Completada",5,5875,30571,42800,1,1
435,10,10864,3,2023-10-21,2023-10-31,"Efectivo","Completada",13,3746,16296,22814,4,1
436,12,36910,2,2024-06-05,2024-06-17,"Tarjeta de crédito","Pendiente",0,2891,66438,93013,NA,NA
437,5,48948,4,2024-05-23,2024-05-28,"Tarjeta de crédito","En curso",8,6754,36711,51395,NA,NA
438,13,26665,2,2023-06-03,2023-06-16,"Tarjeta de crédito","Completada",4,2396,51997,72795,3,1
439,12,24085,3,2023-11-07,2023-11-19,"Tarjeta de crédito","Completada",30,7859,43353,60694,4,2
440,8,21107,12,2023-03-15,2023-03-23,"Tarjeta de crédito","Completada",11,4320,25328,35460,1,1
441,7,43868,2,2023-04-03,2023-04-10,"Tarjeta de crédito","Completada",22,7704,46061,64486,4,5
442,1,5758,1,2024-11-01,2024-11-02,"Tarjeta de crédito","Cancelada",12,6713,864,1209,NA,NA
443,9,57097,2,2023-12-02,2023-12-11,"Tarjeta de crédito","En curso",16,2966,77081,107913,NA,NA
444,8,36449,3,2023-10-14,2023-10-22,"Tarjeta de crédito","Pendiente",1,7855,43739,61234,NA,NA
445,9,53927,2,2024-07-22,2024-07-31,"Billetera virtual","Completada",30,2622,72801,101922,3,4
446,1,26098,8,2024-05-29,2024-05-30,"Tarjeta de crédito","Cancelada",18,2068,3915,5481,NA,NA
447,9,17373,2,2024-10-02,2024-10-11,"Tarjeta de crédito","Completada",13,5678,23454,32835,5,4
448,5,25903,3,2024-12-31,2025-01-05,"Tarjeta de crédito","Completada",21,2515,19427,27198,4,4
449,9,31676,2,2025-02-04,2025-02-13,"Tarjeta de crédito","Completada",8,5217,42763,59868,1,3
450,10,11160,12,2024-03-24,2024-04-03,"Transferencia bancaria","Pendiente",0,5155,16740,23436,NA,NA
451,1,58551,8,2023-04-06,2023-04-07,"Transferencia bancaria","Completada",30,6458,8783,12296,5,5
452,13,10561,10,2024-02-02,2024-02-15,"Tarjeta de crédito","En curso",8,4628,20594,28832,NA,NA
453,5,40208,1,2023-09-06,2023-09-11,"Tarjeta de crédito","Completada",23,4399,30156,42218,3,5
454,10,28019,3,2025-01-19,2025-01-29,"Efectivo","Completada",4,7175,42028,58840,5,3
455,5,36609,2,2024-11-19,2024-11-24,"Transferencia bancaria","Completada",14,7921,27457,38439,1,1
456,14,36116,3,2024-08-01,2024-08-15,"Tarjeta de crédito","Cancelada",25,6389,75844,106181,NA,NA
457,7,30946,3,2023-06-17,2023-06-24,"Billetera virtual","Completada",17,7556,32493,45491,4,4
458,14,35507,4,2023-11-13,2023-11-27,"Efectivo","Completada",21,6950,74565,104391,3,3
459,6,10358,4,2024-06-18,2024-06-24,"Tarjeta de crédito","Completada",26,4910,9322,13051,5,3
460,11,18276,6,2025-02-03,2025-02-14,"Transferencia bancaria","En curso",30,2154,30155,42218,NA,NA
461,13,32565,9,2023-10-22,2023-11-04,"Tarjeta de crédito","Completada",7,3484,63502,88902,3,2
462,12,10369,3,2023-12-13,2023-12-25,"Tarjeta de crédito","Completada",9,4406,18664,26130,3,5
463,9,9631,3,2025-01-15,2025-01-24,"Tarjeta de crédito","Cancelada",18,6192,13002,18203,NA,NA
464,2,12965,7,2024-07-16,2024-07-18,"Efectivo","Completada",23,5025,3890,5445,1,1
465,6,42022,3,2023-04-08,2023-04-14,"Tarjeta de crédito","Completada",17,3306,37820,52948,2,2
466,2,12780,4,2024-03-11,2024-03-13,"Tarjeta de crédito","Completada",20,7548,3834,5368,5,2
467,6,9945,2,2024-10-26,2024-11-01,"Tarjeta de crédito","Pendiente",23,7612,8950,12531,NA,NA
468,7,28008,1,2023-06-11,2023-06-18,"Tarjeta de crédito","Completada",6,4189,29408,41172,3,2
469,11,10079,3,2023-06-03,2023-06-14,"Tarjeta de crédito","En curso",25,5116,16630,23282,NA,NA
470,9,20009,4,2024-01-04,2024-01-13,"Tarjeta de crédito","Completada",10,3070,27012,37817,3,5
471,1,33846,2,2023-03-10,2023-03-11,"Tarjeta de crédito","Completada",12,2222,5077,7108,5,4
472,9,21084,5,2024-09-08,2024-09-17,"Tarjeta de crédito","Completada",11,3640,28463,39849,1,5
473,11,23966,5,2023-10-05,2023-10-16,"Efectivo","Cancelada",17,6572,39544,55361,NA,NA
474,1,9402,3,2023-06-21,2023-06-22,"Tarjeta de crédito","Completada",1,2186,1410,1974,2,1
475,4,38833,5,2024-01-26,2024-01-30,"Tarjeta de crédito","En curso",4,3473,23300,32620,NA,NA
476,1,36365,8,2023-05-18,2023-05-19,"Billetera virtual","Completada",26,4800,5455,7637,5,4
477,13,20966,5,2024-08-30,2024-09-12,"Tarjeta de crédito","Completada",4,5420,40884,57237,2,2
478,5,12205,2,2023-06-09,2023-06-14,"Tarjeta de crédito","Completada",0,4739,9154,12815,2,4
479,12,7890,6,2024-06-15,2024-06-27,"Tarjeta de crédito","Completada",20,4943,14202,19883,1,4
