"id_casa","id_arrendatario","tipo_vivienda","provincia_ubicacion","capacidad_maxima","numero_habitaciones","numero_banos","precio_base_noche","categoria","distancia_centro_km","anio_construccion","amenities","calificacion_limpieza","calificacion_ubicacion","calificacion_general","mascotas_permitidas","fumadores_permitidos","eventos_permitidos"
140,382,"Chalet","Misiones",8,1,2,48308,"Ultra lujo",1,1974,"Lavadora,WiFi,Jacuzzi,Vista al mar,Calefacción,Seguridad 24hs",3.3,2.1,2.6,TRUE,FALSE,FALSE
141,775,"Casa","La Pampa",7,6,4,8657,"Económica",13.4,2001,"Vista al mar,Calefacción,Jacuzzi,Gimnasio,Pileta,Terraza,WiFi",1.6,1.2,1.5,FALSE,FALSE,FALSE
142,316,"Departamento","Entre Ríos",2,3,3,13346,"Estándar",6,1956,"Estacionamiento,TV,Gimnasio,Seguridad 24hs,WiFi,Aire acondicionado,Lavadora",3.5,4,3.1,TRUE,FALSE,FALSE
143,575,"Departamento","Río Negro",6,4,3,26266,"Lujo",2,1954,"WiFi,Cocina equipada,Estacionamiento,Vista al mar,Terraza,Pileta",2.2,1.6,1.4,FALSE,FALSE,TRUE
144,231,"Departamento","San Juan",11,6,3,57375,"Ultra lujo",12.2,2006,"Lavadora,TV,Terraza",4.6,4.7,2.4,FALSE,FALSE,FALSE
145,143,"Casa","Jujuy",6,1,4,30443,"Lujo",14.1,1954,"Lavadora,WiFi,Acceso a playa,Calefacción,Terraza",3.4,2.9,4.1,FALSE,FALSE,TRUE
146,301,"Loft","Jujuy",8,1,1,28487,"Premium",5,2012,"Aire acondicionado,Calefacción,Terraza,TV,WiFi",3.7,2.3,2,FALSE,FALSE,TRUE
147,968,"Loft","Formosa",10,6,4,24535,"Premium",0.1,2015,"WiFi,Pileta,Cocina equipada,Jacuzzi,Calefacción",1.7,3.5,1.9,TRUE,FALSE,TRUE
148,580,"Departamento","Jujuy",10,5,1,18850,"Premium",6.5,2017,"Cocina equipada,Jacuzzi,Estacionamiento",2.4,1.4,1.3,FALSE,TRUE,FALSE
149,218,"Departamento","San Luis",4,5,1,16732,"Estándar",14,1978,"Lavadora,Cocina equipada,Aire acondicionado",4.6,4.2,3,TRUE,FALSE,FALSE
150,521,"Loft","Santa Fe",12,5,1,40371,"Ultra lujo",2.6,1996,"Estacionamiento,TV,Cocina equipada,WiFi,Terraza,Gimnasio",1.6,4.6,2.6,FALSE,FALSE,FALSE
151,637,"Departamento","CABA",9,3,3,28965,"Premium",2.9,2022,"Gimnasio,Lavadora,Terraza,Cocina equipada,Parrilla,Calefacción,Pileta,TV",4.5,1.3,1.6,TRUE,FALSE,FALSE
152,904,"Loft","Córdoba",7,6,3,31039,"Lujo",5.1,1951,"WiFi,Cocina equipada",2.1,1.4,3.8,TRUE,FALSE,FALSE
153,469,"Casa","Misiones",4,2,2,29835,"Premium",11.3,2003,"Jacuzzi,Seguridad 24hs,Calefacción,Aire acondicionado,TV,Pileta,Vista al mar,WiFi",4.8,2.2,1.4,FALSE,FALSE,FALSE
154,270,"Departamento","Santa Cruz",2,4,1,38050,"Ultra lujo",5.2,1964,"Gimnasio,Cocina equipada,Calefacción,Vista al mar",1.5,1.2,1.7,FALSE,FALSE,FALSE
155,870,"Cabaña","Jujuy",10,4,2,31557,"Lujo",9.7,1994,"Jacuzzi,Lavadora,Parrilla,WiFi,Cocina equipada,Estacionamiento",2.4,4,4,FALSE,FALSE,FALSE
156,657,"Chalet","Chubut",9,6,1,31516,"Lujo",2.3,1987,"Terraza,WiFi,Calefacción,Estacionamiento",2,3.6,4.3,FALSE,FALSE,FALSE
157,979,"Chalet","Tucumán",3,6,3,17759,"Estándar",13.4,2003,"Calefacción,TV,Gimnasio,Vista al mar,Parrilla,WiFi,Pileta",2,2.7,1.4,FALSE,FALSE,FALSE
158,7,"Loft","San Luis",12,6,2,9976,"Económica",11.7,1974,"Pileta,Cocina equipada",2.2,1.8,2.1,FALSE,FALSE,FALSE
159,114,"Cabaña","Mendoza",3,5,3,11435,"Estándar",12.3,1966,"Acceso a playa,Calefacción,Seguridad 24hs,Vista al mar,Gimnasio,Aire acondicionado,Cocina equipada,Jacuzzi",4.8,1.6,4.1,TRUE,TRUE,TRUE
160,217,"Departamento","Misiones",3,6,4,39994,"Lujo",8.4,2016,"Terraza,Calefacción,Pileta,Parrilla",4.7,2.8,3.6,TRUE,FALSE,FALSE
161,259,"Departamento","La Rioja",4,2,1,6352,"Económica",7.2,2007,"Lavadora,Estacionamiento,Terraza,Gimnasio,Calefacción",1.6,2.7,1.4,FALSE,FALSE,FALSE
162,617,"Casa","Santa Cruz",5,6,4,10951,"Económica",3.7,2018,"Lavadora,Parrilla,WiFi,Gimnasio,Cocina equipada,Terraza,Jacuzzi",3.8,2,5,TRUE,FALSE,FALSE
163,574,"Casa","Buenos Aires",11,3,4,14385,"Estándar",5,1951,"Jacuzzi,Estacionamiento,WiFi",3.4,3.4,3.6,FALSE,TRUE,FALSE
164,344,"Chalet","Neuquén",7,3,3,7306,"Económica",4,1967,"TV,Pileta,Seguridad 24hs,Gimnasio,Vista al mar,Cocina equipada,Aire acondicionado",2.8,1.2,1.1,TRUE,FALSE,FALSE
165,879,"Loft","Salta",2,4,2,28915,"Lujo",13.8,2018,"Acceso a playa,Lavadora",2.4,1.1,2.5,FALSE,TRUE,TRUE
166,838,"Casa","Misiones",11,4,3,6424,"Económica",13.3,2001,"Lavadora,Jacuzzi,Seguridad 24hs,WiFi,Vista al mar,Acceso a playa",4.7,4.1,4.5,FALSE,TRUE,FALSE
167,573,"Loft","Chaco",8,2,4,11745,"Económica",12.2,2021,"Lavadora,Vista al mar,WiFi,Gimnasio,Calefacción,Terraza,TV,Pileta",2.3,2.5,5,FALSE,FALSE,FALSE
168,211,"Cabaña","San Juan",3,1,2,36655,"Ultra lujo",14.9,2002,"Vista al mar,Terraza,Pileta,Lavadora,Seguridad 24hs,WiFi",1.7,2.1,2.4,TRUE,FALSE,FALSE
169,271,"Chalet","Santiago del Estero",2,1,2,56539,"Ultra lujo",6.6,2021,"Estacionamiento,Acceso a playa,Vista al mar,TV",1.7,4.6,4.7,FALSE,FALSE,TRUE
170,429,"Departamento","San Juan",6,6,2,44742,"Ultra lujo",0.6,1968,"Aire acondicionado,Lavadora,Gimnasio,Parrilla,Acceso a playa,Pileta,Calefacción",4.8,1.2,2.1,FALSE,FALSE,TRUE
171,921,"Cabaña","Santiago del Estero",3,6,4,20591,"Premium",8.7,1980,"Aire acondicionado,Jacuzzi,WiFi,Seguridad 24hs,Lavadora",1.9,3.6,1,TRUE,FALSE,TRUE
172,44,"Loft","La Pampa",5,3,3,23817,"Premium",3,1989,"Vista al mar,WiFi,Estacionamiento",4.4,1.3,4.1,FALSE,FALSE,FALSE
173,287,"Casa","Santiago del Estero",7,3,2,6998,"Económica",9.5,1992,"Terraza,Gimnasio,Seguridad 24hs",3.7,4.4,3.2,TRUE,FALSE,FALSE
174,62,"Loft","San Juan",5,6,3,11045,"Económica",10.6,2012,"WiFi,Acceso a playa,Vista al mar,Parrilla,Calefacción,TV,Gimnasio,Jacuzzi",1.4,4.1,4.5,TRUE,FALSE,TRUE
175,197,"Chalet","Salta",6,3,4,8150,"Económica",1.9,2010,"Cocina equipada,Parrilla,Terraza,WiFi,Lavadora,Jacuzzi",3.4,1.8,4.2,FALSE,FALSE,FALSE
176,70,"Chalet","Santa Fe",10,3,2,50341,"Ultra lujo",3,2008,"TV,Aire acondicionado,Pileta",2.2,3.9,2.7,FALSE,FALSE,TRUE
177,956,"Departamento","Santa Fe",6,2,1,38896,"Lujo",10.3,1992,"Gimnasio,WiFi",3.4,2.7,4.6,FALSE,FALSE,TRUE
178,463,"Departamento","Neuquén",2,6,4,15431,"Estándar",11.2,1961,"Cocina equipada,Jacuzzi,Vista al mar,Terraza,Calefacción",4.7,1,1.4,FALSE,FALSE,TRUE
179,947,"Chalet","Tierra del Fuego",10,6,4,14328,"Estándar",9.4,1984,"Pileta,Vista al mar",4,2.6,4.8,TRUE,FALSE,FALSE
180,413,"Chalet","CABA",9,3,3,37183,"Lujo",12.6,2003,"WiFi,Cocina equipada,Aire acondicionado,Jacuzzi,Seguridad 24hs,Vista al mar,Terraza,Pileta",2,2.4,2.8,FALSE,FALSE,FALSE
181,799,"Loft","Río Negro",5,6,3,51011,"Ultra lujo",12.3,2019,"Acceso a playa,Terraza",4.2,1.4,2.3,TRUE,FALSE,TRUE
182,898,"Cabaña","Salta",9,4,2,8789,"Económica",6.4,1960,"Jacuzzi,Vista al mar,Seguridad 24hs,Cocina equipada",3,4.9,2.1,TRUE,FALSE,TRUE
183,32,"Casa","Córdoba",5,6,2,23416,"Premium",8.6,1951,"Pileta,Calefacción",4.5,1.8,1.9,FALSE,FALSE,FALSE
184,82,"Departamento","Córdoba",8,2,2,10520,"Económica",5,1994,"Terraza,WiFi,Seguridad 24hs,Acceso a playa,TV,Pileta,Vista al mar,Aire acondicionado",2.7,3,2.3,FALSE,FALSE,FALSE
185,616,"Loft","La Rioja",4,1,1,33215,"Lujo",13.1,1997,"Jacuzzi,Acceso a playa,Pileta,Lavadora",3.4,2.2,3,FALSE,FALSE,FALSE
186,603,"Chalet","Entre Ríos",7,1,3,25513,"Lujo",6.3,1953,"Estacionamiento,Calefacción,Terraza,Aire acondicionado,Gimnasio,Parrilla,TV,Pileta",3.2,3.6,2.5,FALSE,FALSE,FALSE
187,584,"Departamento","La Pampa",12,1,1,15232,"Estándar",13.5,2005,"Seguridad 24hs,Jacuzzi,Parrilla",2.1,4.3,4.6,FALSE,FALSE,FALSE
188,179,"Departamento","Entre Ríos",12,1,1,19196,"Premium",1.3,2023,"Vista al mar,Estacionamiento",4.3,2,4.5,TRUE,FALSE,FALSE
189,334,"Loft","Tucumán",4,3,4,19586,"Estándar",2.5,1982,"Cocina equipada,Jacuzzi,Vista al mar,Acceso a playa",1.5,3.8,4.3,FALSE,FALSE,FALSE
190,52,"Loft","Entre Ríos",10,2,2,7282,"Económica",14.2,1961,"Gimnasio,Seguridad 24hs,Cocina equipada,Vista al mar,Aire acondicionado",2.8,1.5,4.6,TRUE,FALSE,TRUE
191,466,"Cabaña","Neuquén",4,4,4,17055,"Estándar",3.5,1962,"Pileta,Seguridad 24hs,Terraza,Gimnasio",4,1.8,2.1,TRUE,FALSE,FALSE
192,552,"Departamento","Neuquén",6,4,2,25682,"Premium",9.2,2010,"Vista al mar,Terraza,Seguridad 24hs,Pileta,Parrilla",2.2,3,3.3,TRUE,FALSE,FALSE
193,131,"Departamento","Entre Ríos",4,5,2,38211,"Ultra lujo",3.9,1998,"Aire acondicionado,Cocina equipada,Pileta,Estacionamiento,Calefacción,Gimnasio",3.8,5,2.1,FALSE,FALSE,FALSE
194,452,"Loft","Santa Fe",2,4,2,6396,"Económica",6.2,2016,"Terraza,Vista al mar",4,4.2,3.4,FALSE,FALSE,FALSE
195,574,"Loft","La Rioja",11,2,2,29423,"Lujo",3.1,1954,"Calefacción,Lavadora,Acceso a playa",3,4.6,3.7,TRUE,FALSE,TRUE
196,715,"Casa","Córdoba",2,2,3,38521,"Lujo",14.6,1962,"Aire acondicionado,Gimnasio,Calefacción,Parrilla,Cocina equipada,Seguridad 24hs,Pileta",3.5,3.1,3.7,TRUE,FALSE,FALSE
197,985,"Departamento","Corrientes",10,5,1,34949,"Lujo",14.7,1980,"Seguridad 24hs,Acceso a playa,Jacuzzi,Calefacción",4.2,3.3,4.3,TRUE,FALSE,TRUE
198,237,"Chalet","La Rioja",12,2,1,37183,"Ultra lujo",12.8,2012,"Jacuzzi,Acceso a playa",1.4,3.6,1.4,TRUE,FALSE,TRUE
199,985,"Loft","Formosa",4,5,2,22702,"Premium",12.6,2013,"Parrilla,Estacionamiento,Vista al mar,Jacuzzi,Calefacción,TV,Cocina equipada,Lavadora",4.8,2.1,1.9,FALSE,FALSE,FALSE
200,208,"Departamento","Mendoza",8,3,4,8767,"Económica",14.9,1967,"Seguridad 24hs,Gimnasio,Terraza,Aire acondicionado,Jacuzzi,Vista al mar,WiFi,Estacionamiento",1.7,2.4,1.6,FALSE,FALSE,TRUE
201,555,"Cabaña","Chaco",3,2,1,7584,"Económica",4.9,1979,"Terraza,Aire acondicionado,Cocina equipada,Estacionamiento,Gimnasio,WiFi,Vista al mar",3.4,1.9,1.5,FALSE,FALSE,TRUE
202,591,"Chalet","Entre Ríos",10,1,3,9706,"Económica",6.9,2000,"Acceso a playa,Seguridad 24hs,Aire acondicionado,Gimnasio,Pileta",4.1,3.6,4.8,FALSE,FALSE,FALSE
203,809,"Chalet","Formosa",6,3,1,42143,"Ultra lujo",14.1,1995,"Parrilla,Lavadora,Pileta",2.7,2.3,4.7,FALSE,TRUE,FALSE
204,82,"Loft","San Luis",4,5,2,39965,"Lujo",13.3,1981,"Lavadora,Aire acondicionado,WiFi,Acceso a playa",1.7,3,4.8,FALSE,FALSE,TRUE
205,890,"Departamento","Tucumán",12,3,4,26087,"Premium",5.3,1995,"Estacionamiento,Seguridad 24hs,Calefacción,TV,Jacuzzi,Gimnasio",4.6,4.2,3.7,TRUE,TRUE,FALSE
206,340,"Cabaña","Corrientes",11,2,3,25799,"Premium",10.3,1995,"Aire acondicionado,Lavadora,Parrilla",3.2,4.7,5,TRUE,FALSE,TRUE
207,526,"Casa","Santiago del Estero",6,6,1,27651,"Premium",0.5,2016,"Estacionamiento,Cocina equipada,Gimnasio,Calefacción,Vista al mar,Terraza,Acceso a playa,Seguridad 24hs",3.9,3.8,2.4,FALSE,TRUE,FALSE
208,287,"Cabaña","Santiago del Estero",3,3,3,41608,"Ultra lujo",1.7,1955,"Parrilla,Lavadora",3.4,2.2,1,FALSE,FALSE,FALSE
209,798,"Departamento","Mendoza",10,2,4,29554,"Premium",3,1983,"Lavadora,Pileta,Acceso a playa,TV,Terraza",3.6,2.1,1.2,TRUE,FALSE,TRUE
210,737,"Loft","Córdoba",8,1,2,25922,"Lujo",9.2,1954,"Terraza,Acceso a playa,Lavadora,Parrilla,Cocina equipada",3.7,4.3,1.6,FALSE,FALSE,FALSE
211,748,"Departamento","Salta",11,5,4,16256,"Estándar",11.3,1960,"Pileta,WiFi,Seguridad 24hs,Lavadora,Calefacción",1.1,4.8,2.1,FALSE,FALSE,TRUE
212,571,"Loft","Catamarca",7,3,4,25258,"Premium",7.5,2015,"Parrilla,Vista al mar",3.9,1.4,3.5,TRUE,FALSE,TRUE
213,841,"Loft","Santa Fe",6,2,4,27628,"Lujo",6.6,1970,"Parrilla,Terraza,Cocina equipada,Lavadora,Pileta,WiFi,Jacuzzi",2,3,4,FALSE,FALSE,FALSE
214,879,"Cabaña","La Rioja",8,3,3,11049,"Económica",8.1,1996,"Jacuzzi,Pileta,Estacionamiento,Calefacción,Vista al mar,WiFi",4.8,1.8,3.5,TRUE,FALSE,FALSE
215,331,"Cabaña","Salta",9,6,1,18736,"Estándar",2,2005,"Lavadora,Pileta,TV",1.5,2,1.5,TRUE,FALSE,FALSE
216,524,"Cabaña","La Pampa",8,6,3,48724,"Ultra lujo",7.4,2008,"Acceso a playa,Terraza,Aire acondicionado,WiFi,Parrilla,Calefacción",3.9,3.9,4.4,TRUE,TRUE,FALSE
217,164,"Cabaña","Chaco",5,3,3,10285,"Estándar",3.5,1969,"WiFi,Parrilla,Aire acondicionado,Cocina equipada,Calefacción,Gimnasio,Jacuzzi",1.5,4,2.9,FALSE,FALSE,FALSE
218,158,"Chalet","Santa Fe",12,2,3,18587,"Estándar",6,2019,"Cocina equipada,Gimnasio,Parrilla,Calefacción,Estacionamiento,Jacuzzi",4.2,4.3,4.8,TRUE,FALSE,FALSE
219,311,"Chalet","Misiones",7,3,4,58741,"Ultra lujo",1.5,2014,"Gimnasio,Vista al mar,Aire acondicionado,Jacuzzi,Terraza,TV",3,1.7,1.4,TRUE,FALSE,FALSE
220,274,"Chalet","Santiago del Estero",10,6,2,30763,"Lujo",3.2,2012,"Calefacción,Gimnasio,Jacuzzi,Vista al mar,Acceso a playa,WiFi,Estacionamiento,Lavadora",3.2,4.1,4.3,TRUE,FALSE,FALSE
221,296,"Departamento","Chubut",3,2,3,51174,"Ultra lujo",10.5,2020,"Gimnasio,TV,Vista al mar",5,1,1,FALSE,FALSE,FALSE
222,246,"Cabaña","Santa Fe",7,3,1,25400,"Lujo",2.7,1978,"Parrilla,Acceso a playa,Lavadora,Terraza,Vista al mar,Jacuzzi,TV,Gimnasio",3.3,4.9,1.7,FALSE,FALSE,TRUE
223,480,"Casa","San Luis",12,3,3,6694,"Económica",2.7,1984,"Seguridad 24hs,Lavadora,TV",3.7,4.8,4,FALSE,TRUE,FALSE
224,485,"Casa","San Juan",9,4,2,11435,"Económica",1.9,1993,"TV,Lavadora,Cocina equipada,Pileta,Aire acondicionado,Terraza,Calefacción,Acceso a playa",1.1,3.1,2.7,FALSE,FALSE,FALSE
225,452,"Departamento","La Pampa",2,1,2,7122,"Económica",9.7,2011,"Aire acondicionado,Acceso a playa",3.8,1.8,4.5,FALSE,FALSE,FALSE
226,231,"Cabaña","Córdoba",10,1,1,9531,"Económica",4.5,1986,"Gimnasio,Cocina equipada",3,2.8,3.4,FALSE,FALSE,FALSE
227,567,"Departamento","Jujuy",7,6,1,30653,"Lujo",12.4,1995,"Terraza,Seguridad 24hs",3.9,1.6,3.3,TRUE,FALSE,FALSE
228,626,"Cabaña","Catamarca",8,3,4,11797,"Económica",6.3,2014,"Calefacción,Gimnasio",1.9,2.7,4.5,FALSE,FALSE,FALSE
229,707,"Departamento","San Juan",9,3,3,9865,"Económica",6.5,2018,"Parrilla,Vista al mar,Lavadora",1.7,2.6,4.3,TRUE,FALSE,TRUE
230,642,"Departamento","Buenos Aires",9,5,2,49598,"Ultra lujo",8.6,1957,"Vista al mar,Estacionamiento,Aire acondicionado,Parrilla,Acceso a playa,Gimnasio,Seguridad 24hs,TV",4.7,3.9,4.4,FALSE,FALSE,FALSE
231,138,"Loft","Corrientes",12,3,4,37759,"Lujo",10.4,2018,"TV,Gimnasio,Parrilla",3.1,1.2,4,TRUE,FALSE,FALSE
232,427,"Casa","Misiones",12,4,2,48142,"Ultra lujo",7.8,1999,"TV,Vista al mar",3.3,4.8,4.2,FALSE,FALSE,FALSE
233,284,"Casa","San Luis",3,6,1,44397,"Ultra lujo",1.7,1984,"Terraza,WiFi,Acceso a playa,Cocina equipada,Aire acondicionado,Lavadora,Jacuzzi",4,2.3,1.5,FALSE,TRUE,FALSE
234,800,"Chalet","Córdoba",3,1,4,27872,"Premium",15,1954,"Cocina equipada,Seguridad 24hs,Parrilla,Pileta",1.7,2.1,2.9,FALSE,FALSE,TRUE
235,162,"Casa","Catamarca",8,5,1,25958,"Premium",13.5,1951,"Jacuzzi,Seguridad 24hs,Acceso a playa,Parrilla,Cocina equipada",4.9,5,4.9,TRUE,FALSE,FALSE
236,697,"Chalet","Santiago del Estero",4,2,1,30772,"Lujo",7.3,1967,"Aire acondicionado,Terraza,Vista al mar,WiFi,Seguridad 24hs,Jacuzzi",3,4.1,1.3,TRUE,FALSE,FALSE
237,381,"Cabaña","Neuquén",9,1,3,19929,"Premium",9,1960,"WiFi,Aire acondicionado,Parrilla,Jacuzzi,Cocina equipada",2.1,2.2,3.4,FALSE,TRUE,FALSE
238,952,"Departamento","Chubut",4,4,1,22812,"Premium",10.9,1987,"Pileta,Aire acondicionado,Lavadora,Cocina equipada,Vista al mar",3.1,1.6,3.1,FALSE,FALSE,FALSE
239,863,"Loft","San Juan",3,4,4,14074,"Estándar",12,1995,"Pileta,Jacuzzi",4.4,3.6,4.2,FALSE,TRUE,FALSE
240,993,"Cabaña","San Luis",5,4,4,12375,"Estándar",4.3,1998,"Gimnasio,Acceso a playa,Terraza,Pileta,Cocina equipada,WiFi",1.5,4.8,1.7,FALSE,TRUE,FALSE
241,315,"Chalet","Salta",9,1,1,53733,"Ultra lujo",12.9,2012,"Estacionamiento,WiFi",2.3,1.4,3,FALSE,FALSE,FALSE
242,6,"Casa","Santa Cruz",12,1,3,27691,"Premium",5.3,2012,"WiFi,Estacionamiento,Gimnasio",3.9,2.2,2.2,TRUE,FALSE,FALSE
243,73,"Departamento","Corrientes",6,1,3,19337,"Estándar",10,2019,"TV,Seguridad 24hs,Vista al mar",4.9,1.7,4.4,FALSE,FALSE,TRUE
244,98,"Chalet","La Rioja",9,3,3,33535,"Lujo",10.7,1961,"Jacuzzi,Gimnasio,Seguridad 24hs,Cocina equipada,Terraza,Pileta,Calefacción",2.7,1.7,2.8,FALSE,FALSE,TRUE
245,823,"Departamento","Tierra del Fuego",12,4,2,53579,"Ultra lujo",10.9,2015,"Vista al mar,Cocina equipada,Gimnasio,Calefacción,TV",3.4,2,2,FALSE,FALSE,FALSE
246,753,"Cabaña","Jujuy",5,3,4,11580,"Económica",0.5,1969,"Seguridad 24hs,Aire acondicionado,TV,Gimnasio,Terraza,WiFi,Cocina equipada,Pileta",1.1,2.2,3.9,TRUE,FALSE,FALSE
247,145,"Casa","Misiones",10,2,2,15238,"Estándar",14.9,2016,"Parrilla,Vista al mar,Aire acondicionado,TV,Lavadora,Acceso a playa",4.6,4.2,2.4,FALSE,FALSE,FALSE
248,381,"Cabaña","Tierra del Fuego",5,6,4,29494,"Lujo",9.9,2020,"Pileta,Aire acondicionado,Gimnasio,Parrilla,Lavadora,Calefacción,Terraza",4,3.4,4.2,TRUE,FALSE,FALSE
249,16,"Departamento","Buenos Aires",3,6,2,26681,"Premium",10.2,2021,"Gimnasio,Vista al mar,Terraza,Aire acondicionado,Lavadora,Acceso a playa,Calefacción,Seguridad 24hs",1.8,4.3,3.8,FALSE,FALSE,FALSE
250,694,"Casa","Tucumán",2,5,4,19072,"Premium",13.1,1969,"Jacuzzi,Lavadora,Calefacción",4.1,2.2,2.5,TRUE,FALSE,TRUE
251,796,"Casa","Jujuy",10,4,4,39292,"Lujo",1.1,1999,"Estacionamiento,Seguridad 24hs,Acceso a playa,Cocina equipada",1.1,1.1,4.4,TRUE,FALSE,TRUE
252,881,"Chalet","Santa Cruz",12,1,1,6015,"Económica",10.5,2016,"Acceso a playa,Aire acondicionado,Estacionamiento,Terraza,Parrilla",2.5,3.8,2.3,TRUE,FALSE,FALSE
253,656,"Chalet","Mendoza",8,2,4,14486,"Estándar",8.3,1951,"Calefacción,Gimnasio,WiFi,Lavadora,Parrilla,Cocina equipada,Seguridad 24hs",1.7,2.6,3.8,FALSE,FALSE,TRUE
254,633,"Chalet","Tierra del Fuego",8,3,2,33565,"Lujo",4.6,1998,"Cocina equipada,Pileta,Terraza,Gimnasio,Calefacción,Parrilla,Aire acondicionado,TV",4.2,3.2,4.7,FALSE,TRUE,FALSE
255,193,"Loft","Tucumán",4,3,2,18224,"Premium",9.2,1988,"Parrilla,Cocina equipada,Acceso a playa,Estacionamiento,Lavadora,Gimnasio,Calefacción,WiFi",3.1,1.2,3.2,TRUE,FALSE,FALSE
256,541,"Chalet","CABA",11,4,1,19090,"Premium",14,1960,"WiFi,Pileta,Acceso a playa",1.6,4.7,3.6,TRUE,FALSE,FALSE
257,917,"Chalet","Entre Ríos",12,6,4,21925,"Premium",1.1,2022,"Calefacción,TV,Vista al mar,Terraza,Seguridad 24hs,Lavadora,Estacionamiento,Acceso a playa",4.6,3.2,2,FALSE,FALSE,TRUE
258,765,"Loft","CABA",2,4,1,14586,"Estándar",4.2,1979,"Terraza,Gimnasio,Cocina equipada,Seguridad 24hs,Pileta,Lavadora,Aire acondicionado,TV",1.5,2.3,1.7,TRUE,FALSE,TRUE
259,89,"Loft","Santa Fe",4,3,4,59331,"Ultra lujo",10.6,1985,"Parrilla,Vista al mar,Seguridad 24hs,WiFi,Acceso a playa,Gimnasio,Lavadora",4.1,4.7,1.9,FALSE,FALSE,FALSE
260,803,"Loft","Santa Fe",8,5,4,5181,"Económica",11.5,1954,"Aire acondicionado,Parrilla",3.5,3,2.5,FALSE,FALSE,FALSE
261,984,"Loft","Santa Fe",2,1,2,6573,"Económica",11.4,1979,"Vista al mar,Cocina equipada,Jacuzzi,Seguridad 24hs,Lavadora,Estacionamiento,Parrilla",2.4,2.2,4,FALSE,FALSE,FALSE
262,372,"Departamento","Entre Ríos",12,6,1,8724,"Económica",11.6,1968,"WiFi,Seguridad 24hs,Jacuzzi,Vista al mar,Parrilla,Estacionamiento,Acceso a playa,Cocina equipada",4.3,1.9,1.3,FALSE,FALSE,FALSE
263,734,"Chalet","Entre Ríos",8,3,4,24408,"Premium",6.5,1991,"Lavadora,Cocina equipada,Aire acondicionado,Vista al mar,Gimnasio,Seguridad 24hs,TV",4.6,4,3.3,TRUE,FALSE,FALSE
264,12,"Casa","Catamarca",6,5,3,40997,"Ultra lujo",0.6,1951,"Seguridad 24hs,Calefacción,Pileta,Estacionamiento,WiFi,Lavadora",2.4,2.6,3.9,TRUE,FALSE,FALSE
265,642,"Casa","Neuquén",7,4,3,36124,"Ultra lujo",3.3,1994,"TV,Terraza,Calefacción,Acceso a playa",1.7,1.5,2.1,FALSE,FALSE,TRUE
266,629,"Loft","Buenos Aires",3,4,1,38815,"Lujo",8.6,1973,"Jacuzzi,Pileta,Parrilla",4,3.3,3.7,FALSE,FALSE,TRUE
267,253,"Cabaña","Entre Ríos",5,1,1,14769,"Estándar",3.4,1978,"Pileta,Estacionamiento,Acceso a playa",3,1.8,1.5,TRUE,FALSE,FALSE
268,293,"Loft","Santa Fe",5,5,2,6746,"Económica",11.6,2004,"Parrilla,Gimnasio,Aire acondicionado",2.4,1.4,2.9,TRUE,FALSE,FALSE
269,911,"Departamento","Chubut",2,5,3,9671,"Económica",7.3,1974,"Vista al mar,Parrilla,WiFi,Jacuzzi,Terraza,Aire acondicionado,Gimnasio",2.8,2.7,3.7,FALSE,FALSE,FALSE
270,70,"Casa","Neuquén",5,2,1,38283,"Lujo",8.1,1984,"Terraza,Aire acondicionado,Cocina equipada,Lavadora,Seguridad 24hs",3.5,4.2,3.7,TRUE,FALSE,TRUE
271,616,"Departamento","San Juan",7,5,4,11944,"Estándar",4.9,2006,"Jacuzzi,Aire acondicionado,WiFi,Lavadora,Acceso a playa",1.7,2.3,1.2,TRUE,FALSE,FALSE
272,997,"Departamento","Entre Ríos",10,4,1,16765,"Estándar",2.6,1994,"WiFi,Estacionamiento,Pileta",1.5,4,4.3,TRUE,FALSE,FALSE
273,530,"Casa","Salta",12,3,1,49889,"Ultra lujo",5.2,1995,"Cocina equipada,Lavadora",3.3,1.4,2.6,FALSE,FALSE,FALSE
274,845,"Chalet","Santa Cruz",4,1,2,51380,"Ultra lujo",13.2,1988,"Seguridad 24hs,Pileta",4.3,4.9,4.9,TRUE,FALSE,FALSE
275,825,"Casa","Catamarca",5,2,3,11530,"Económica",9.9,1962,"Acceso a playa,Cocina equipada",4.7,4.3,3,TRUE,FALSE,TRUE
276,932,"Departamento","La Pampa",7,5,1,55663,"Ultra lujo",8,2003,"Jacuzzi,Acceso a playa",3,4.4,3.7,TRUE,FALSE,FALSE
277,913,"Loft","Santiago del Estero",7,1,3,18356,"Estándar",0.7,1955,"Cocina equipada,Calefacción,Pileta,Estacionamiento,Gimnasio",1.6,1.6,4.2,FALSE,TRUE,FALSE
278,556,"Chalet","Chaco",5,2,2,8842,"Económica",8.4,1965,"Terraza,TV,Estacionamiento",4,2.5,2.2,TRUE,FALSE,FALSE
279,359,"Cabaña","San Juan",6,5,3,26267,"Lujo",0.5,1970,"Parrilla,TV,Vista al mar,WiFi,Seguridad 24hs,Calefacción,Cocina equipada,Aire acondicionado",2.2,3.3,1.9,FALSE,FALSE,FALSE
280,487,"Chalet","Entre Ríos",7,2,2,27405,"Lujo",5.1,2013,"Gimnasio,WiFi,Jacuzzi",3.8,3.6,1.2,TRUE,FALSE,TRUE
